Candidate,Date,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Snippet_Keywords,Snippet_Stopwords,Snippet_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
trump,2016-11-05,"A Guide to the Republican Herd, A Divided Pack of Elephants",The Republican electorate has fractured over the policy views and personal history of Donald J. Trump.,"A Guide to the Republican Herd, A Divided Pack of Elephants",The Republican electorate has fractured over the policy views and personal history of Donald J Trump,"Guide, Republican, Herd, ,, Divided, Pack, Elephants","A, to, the, A, of","A, Guide, to, the, Republican, Herd, ,, A, Divided, Pack, of, Elephants","Republican, electorate, fractured, policy, views, personal, history, Donald, J, Trump","The, has, over, the, and, of","The, Republican, electorate, has, fractured, over, the, policy, views, and, personal, history, of, Donald, J, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
trump,2016-11-05,Fact-Checking Can Change Views? We Rate That as Mostly True,"It does not appear we have entered a post-truth era, but partisanship still plays a big role in holding onto false beliefs.",Fact-Checking Can Change Views? We Rate That as Mostly True,"It does not appear we have entered a post-truth era, but partisanship still plays a big role in holding onto false beliefs","Fact, -, Checking, Change, Views, ?, Rate, True","Can, We, That, as, Mostly","Fact, -, Checking, Can, Change, Views, ?, We, Rate, That, as, Mostly, True","appear, entered, post, -, truth, era, ,, partisanship, plays, big, role, holding, false, beliefs","It, does, not, we, have, a, but, still, a, in, onto","It, does, not, appear, we, have, entered, a, post, -, truth, era, ,, but, partisanship, still, plays, a, big, role, in, holding, onto, false, beliefs","[{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}]",neu,"[{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}]",neu,0.4215,0.3612
trump,2016-11-06,Inside Donald Trump’s Last Stand: An Anxious Nominee Seeks Assurance,Behind the show of confidence orchestrated by Mr. Trump’s staff are the neediness and vulnerability of a once-boastful candidate uncertain of victory.,Inside Donald Trump’s Last Stand: An Anxious Nominee Seeks Assurance,Behind the show of confidence orchestrated by Mr Trump’s staff are the neediness and vulnerability of a once-boastful candidate uncertain of victory,"Inside, Donald, Trump, Stand, :, Anxious, Nominee, Seeks, Assurance","’s, Last, An","Inside, Donald, Trump, ’s, Last, Stand, :, An, Anxious, Nominee, Seeks, Assurance","confidence, orchestrated, Mr, Trump, staff, neediness, vulnerability, -, boastful, candidate, uncertain, victory","Behind, the, show, of, by, ’s, are, the, and, of, a, once, of","Behind, the, show, of, confidence, orchestrated, by, Mr, Trump, ’s, staff, are, the, neediness, and, vulnerability, of, a, once, -, boastful, candidate, uncertain, of, victory","[{'neg': 0.161, 'neu': 0.645, 'pos': 0.194, 'compound': 0.1027}]",neu,"[{'neg': 0.161, 'neu': 0.709, 'pos': 0.13, 'compound': 0.0516}]",neu,0.1027,0.0516
trump,2016-11-06,Donald Trump Rushed Offstage by Secret Service Agents,"A man thought to have a gun was apprehended on Saturday night at a Trump rally in Reno, Nev., but no weapon was found, the Secret Service said, and the man was released.",Donald Trump Rushed Offstage by Secret Service Agents,"A man thought to have a gun was apprehended on Saturday night at a Trump rally in Reno, Nev., but no weapon was found, the Secret Service said, and the man was released","Donald, Trump, Rushed, Offstage, Secret, Service, Agents",by,"Donald, Trump, Rushed, Offstage, by, Secret, Service, Agents","man, thought, gun, apprehended, Saturday, night, Trump, rally, Reno, ,, Nev., ,, weapon, found, ,, Secret, Service, said, ,, man, released","A, to, have, a, was, on, at, a, in, but, no, was, the, and, the, was","A, man, thought, to, have, a, gun, was, apprehended, on, Saturday, night, at, a, Trump, rally, in, Reno, ,, Nev., ,, but, no, weapon, was, found, ,, the, Secret, Service, said, ,, and, the, man, was, released","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.743}]",neu,0.0,-0.743
trump,2016-11-06,"Why the Election Is Close, and What Trump and Obama Have in Common","Both ran as outsiders, taking on the status quo. And many of the white working-class voters who supported President Obama now favor Mr. Trump.","Why the Election Is Close, and What Trump and Obama Have in Common","Both ran as outsiders, taking on the status quo And many of the white working-class voters who supported President Obama now favor Mr Trump","Election, Close, ,, Trump, Obama, Common","Why, the, Is, and, What, and, Have, in","Why, the, Election, Is, Close, ,, and, What, Trump, and, Obama, Have, in, Common","ran, outsiders, ,, taking, status, quo, white, working, -, class, voters, supported, President, Obama, favor, Mr, Trump","Both, as, on, the, And, many, of, the, who, now","Both, ran, as, outsiders, ,, taking, on, the, status, quo, And, many, of, the, white, working, -, class, voters, who, supported, President, Obama, now, favor, Mr, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.6124}]",neu,0.0,0.6124
trump,2016-11-06,"For ‘S.N.L.,’ Clinton-Trump Has Been a Blessing and a Curse","The presidential race has blessed “Saturday Night Live” with material, and cursed it with near-impossible expectations.","For ‘S.N.L.,’ Clinton-Trump Has Been a Blessing and a Curse","The presidential race has blessed “Saturday Night Live” with material, and cursed it with near-impossible expectations","‘, S.N.L., ,, ’, Clinton, -, Trump, Blessing, Curse","For, Has, Been, a, and, a","For, ‘, S.N.L., ,, ’, Clinton, -, Trump, Has, Been, a, Blessing, and, a, Curse","presidential, race, blessed, “, Saturday, Night, Live, ”, material, ,, cursed, near, -, impossible, expectations","The, has, with, and, it, with","The, presidential, race, has, blessed, “, Saturday, Night, Live, ”, with, material, ,, and, cursed, it, with, near, -, impossible, expectations","[{'neg': 0.276, 'neu': 0.472, 'pos': 0.252, 'compound': -0.0772}]",neu,"[{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5994}]",neu,-0.0772,0.5994
trump,2016-11-06,Presidential Election: No New Conclusion in Clinton Email Case,The F.B.I. removed a dark cloud that has been hanging over Hillary Clinton’s campaign two days before Election Day.,Presidential Election: No New Conclusion in Clinton Email Case,The F.B.I removed a dark cloud that has been hanging over Hillary Clinton’s campaign two days before Election Day,"Presidential, Election, :, New, Conclusion, Clinton, Email, Case","No, in","Presidential, Election, :, No, New, Conclusion, in, Clinton, Email, Case","F.B.I, removed, dark, cloud, hanging, Hillary, Clinton, campaign, days, Election, Day","The, a, that, has, been, over, ’s, two, before","The, F.B.I, removed, a, dark, cloud, that, has, been, hanging, over, Hillary, Clinton, ’s, campaign, two, days, before, Election, Day","[{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.296,0.0
trump,2016-11-06,The Biggest Turning Points in a Polarizing Campaign,The race between Donald J. Trump and Hillary Clinton has been one of the most contentious in modern American history. Here’s a look at how we covered major developments.,The Biggest Turning Points in a Polarizing Campaign,The race between Donald J Trump and Hillary Clinton has been one of the most contentious in modern American history Here’s a look at how we covered major developments,"Biggest, Turning, Points, Polarizing, Campaign","The, in, a","The, Biggest, Turning, Points, in, a, Polarizing, Campaign","race, Donald, J, Trump, Hillary, Clinton, contentious, modern, American, history, look, covered, major, developments","The, between, and, has, been, one, of, the, most, in, Here, ’s, a, at, how, we","The, race, between, Donald, J, Trump, and, Hillary, Clinton, has, been, one, of, the, most, contentious, in, modern, American, history, Here, ’s, a, look, at, how, we, covered, major, developments","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.3597}]",neu,0.0,-0.3597
trump,2016-11-06,Voting With My Head and Heart,"Thankfully, the election is imminent. I hope a Hillary Clinton presidency is too.",Voting With My Head and Heart,"Thankfully, the election is imminent I hope a Hillary Clinton presidency is too","Voting, Head, Heart","With, My, and","Voting, With, My, Head, and, Heart","Thankfully, ,, election, imminent, hope, Hillary, Clinton, presidency","the, is, I, a, is, too","Thankfully, ,, the, election, is, imminent, I, hope, a, Hillary, Clinton, presidency, is, too","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}]",compound,0.0,0.6908
trump,2016-11-06,How a Shop Owner in the Hamptons Knows Who Will Be President,"In every presidential race since 2004, Valerie Smith has tracked the number of candidate cups sold at her store, the Monogram Shop. So far, she has correctly predicted every election.",How a Shop Owner in the Hamptons Knows Who Will Be President,"In every presidential race since 2004, Valerie Smith has tracked the number of candidate cups sold at her store, the Monogram Shop So far, she has correctly predicted every election","Shop, Owner, Hamptons, Knows, President","How, a, in, the, Who, Will, Be","How, a, Shop, Owner, in, the, Hamptons, Knows, Who, Will, Be, President","presidential, race, 2004, ,, Valerie, Smith, tracked, number, candidate, cups, sold, store, ,, Monogram, Shop, far, ,, correctly, predicted, election","In, every, since, has, the, of, at, her, the, So, she, has, every","In, every, presidential, race, since, 2004, ,, Valerie, Smith, has, tracked, the, number, of, candidate, cups, sold, at, her, store, ,, the, Monogram, Shop, So, far, ,, she, has, correctly, predicted, every, election","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.0772}]",neu,0.0,0.0772
trump,2016-11-06,Our Reactionary Age,Politicians worldwide have discovered that nostalgia can be a powerful motivator.,Our Reactionary Age,Politicians worldwide have discovered that nostalgia can be a powerful motivator,"Reactionary, Age",Our,"Our, Reactionary, Age","Politicians, worldwide, discovered, nostalgia, powerful, motivator","have, that, can, be, a","Politicians, worldwide, have, discovered, that, nostalgia, can, be, a, powerful, motivator","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}]",neu,0.0,0.4215
trump,2016-11-06,Where Burning Effigies (Not Just Guy Fawkes’s) Is Part of the Fun,"Bonfires, blazing crosses and firecrackers are all part of the celebration in an English town that takes a centuries-old tradition very seriously.",Where Burning Effigies (Not Just Guy Fawkes’s) Is Part of the Fun,"Bonfires, blazing crosses and firecrackers are all part of the celebration in an English town that takes a centuries-old tradition very seriously","Burning, Effigies, (, Guy, Fawkes, ), Fun","Where, Not, Just, ’s, Is, Part, of, the","Where, Burning, Effigies, (, Not, Just, Guy, Fawkes, ’s, ), Is, Part, of, the, Fun","Bonfires, ,, blazing, crosses, firecrackers, celebration, English, town, takes, centuries, -, old, tradition, seriously","and, are, all, part, of, the, in, an, that, a, very","Bonfires, ,, blazing, crosses, and, firecrackers, are, all, part, of, the, celebration, in, an, English, town, that, takes, a, centuries, -, old, tradition, very, seriously","[{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}]",neu,"[{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2484}]",neu,0.5106,-0.2484
trump,2016-11-07,Are There Really Hidden Trump Voters?,A special survey suggests there are more Trump supporters than other polls indicate. But they also seem unlikely to actually vote.,Are There Really Hidden Trump Voters?,A special survey suggests there are more Trump supporters than other polls indicate But they also seem unlikely to actually vote,"Hidden, Trump, Voters, ?","Are, There, Really","Are, There, Really, Hidden, Trump, Voters, ?","special, survey, suggests, Trump, supporters, polls, indicate, unlikely, actually, vote","A, there, are, more, than, other, But, they, also, seem, to","A, special, survey, suggests, there, are, more, Trump, supporters, than, other, polls, indicate, But, they, also, seem, unlikely, to, actually, vote","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.7076}]",neu,0.0,0.7076
trump,2016-11-07,Billionaire Turns Against Trump,"“Trump masquerades as an angel of light, but he is the father of lies,” said David Tepper, the hedge fund billionaire, explaining his support for Hillary Clinton.",Billionaire Turns Against Trump,"“Trump masquerades as an angel of light, but he is the father of lies,” said David Tepper, the hedge fund billionaire, explaining his support for Hillary Clinton","Billionaire, Turns, Trump",Against,"Billionaire, Turns, Against, Trump","“, Trump, masquerades, angel, light, ,, father, lies, ,, ”, said, David, Tepper, ,, hedge, fund, billionaire, ,, explaining, support, Hillary, Clinton","as, an, of, but, he, is, the, of, the, his, for","“, Trump, masquerades, as, an, angel, of, light, ,, but, he, is, the, father, of, lies, ,, ”, said, David, Tepper, ,, the, hedge, fund, billionaire, ,, explaining, his, support, for, Hillary, Clinton","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.5499}]",neu,0.0,0.5499
trump,2016-11-07,What Ivanka Trump Can’t Sell,She has remained loyal to her father. Will that cost her?,What Ivanka Trump Can’t Sell,She has remained loyal to her father Will that cost her?,"Ivanka, Trump, Sell","What, Ca, n’t","What, Ivanka, Trump, Ca, n’t, Sell","remained, loyal, father, cost, ?","She, has, to, her, Will, that, her","She, has, remained, loyal, to, her, father, Will, that, cost, her, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}]",neu,0.0,0.4767
trump,2016-11-07,Burning Trump in Effigy on Bonfire Night,"The town of Lewes, England, marked Britain's annual Guy Fawkes Night, also known as Bonfire Night, with the burning of several political leaders in effigy, including more than one version of Donald J. Trump, as part of its annual celebration.",Burning Trump in Effigy on Bonfire Night,"The town of Lewes, England, marked Britain's annual Guy Fawkes Night, also known as Bonfire Night, with the burning of several political leaders in effigy, including more than one version of Donald J Trump, as part of its annual celebration","Burning, Trump, Effigy, Bonfire, Night","in, on","Burning, Trump, in, Effigy, on, Bonfire, Night","town, Lewes, ,, England, ,, marked, Britain, annual, Guy, Fawkes, Night, ,, known, Bonfire, Night, ,, burning, political, leaders, effigy, ,, including, version, Donald, J, Trump, ,, annual, celebration","The, of, 's, also, as, with, the, of, several, in, more, than, one, of, as, part, of, its","The, town, of, Lewes, ,, England, ,, marked, Britain, 's, annual, Guy, Fawkes, Night, ,, also, known, as, Bonfire, Night, ,, with, the, burning, of, several, political, leaders, in, effigy, ,, including, more, than, one, version, of, Donald, J, Trump, ,, as, part, of, its, annual, celebration","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
trump,2016-11-07,Donald Trump’s Extremist Supporters Feel Like Winners Either Way,"Even if Mr. Trump loses, his candidacy has emboldened groups whose views have long been thought to be well outside the political mainstream.",Donald Trump’s Extremist Supporters Feel Like Winners Either Way,"Even if Mr Trump loses, his candidacy has emboldened groups whose views have long been thought to be well outside the political mainstream","Donald, Trump, Extremist, Supporters, Feel, Like, Winners, Way","’s, Either","Donald, Trump, ’s, Extremist, Supporters, Feel, Like, Winners, Either, Way","Mr, Trump, loses, ,, candidacy, emboldened, groups, views, long, thought, outside, political, mainstream","Even, if, his, has, whose, have, been, to, be, well, the","Even, if, Mr, Trump, loses, ,, his, candidacy, has, emboldened, groups, whose, views, have, long, been, thought, to, be, well, outside, the, political, mainstream","[{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.8176}]",compound,"[{'neg': 0.091, 'neu': 0.827, 'pos': 0.083, 'compound': -0.0516}]",neu,0.8176,-0.0516
trump,2016-11-07,Donald Trump’s Big Bet on Less Educated Whites,A potential victory for Donald J. Trump may hinge on one important (and large) group of Americans: whites who did not attend college.,Donald Trump’s Big Bet on Less Educated Whites,A potential victory for Donald J Trump may hinge on one important (and large) group of Americans: whites who did not attend college,"Donald, Trump, Big, Bet, Educated, Whites","’s, on, Less","Donald, Trump, ’s, Big, Bet, on, Less, Educated, Whites","potential, victory, Donald, J, Trump, hinge, important, (, large, ), group, Americans, :, whites, attend, college","A, for, may, on, one, and, of, who, did, not","A, potential, victory, for, Donald, J, Trump, may, hinge, on, one, important, (, and, large, ), group, of, Americans, :, whites, who, did, not, attend, college","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.2023}]",neu,0.0,0.2023
trump,2016-11-07,Fear of Donald Trump Helps Democrats Mobilize Hispanics,"Angry at Mr. Trump and energized by Democratic outreach efforts, Latinos are turning out in droves, and could be the difference in the outcome in highly contested states.",Fear of Donald Trump Helps Democrats Mobilize Hispanics,"Angry at Mr Trump and energized by Democratic outreach efforts, Latinos are turning out in droves, and could be the difference in the outcome in highly contested states","Fear, Donald, Trump, Helps, Democrats, Mobilize, Hispanics",of,"Fear, of, Donald, Trump, Helps, Democrats, Mobilize, Hispanics","Angry, Mr, Trump, energized, Democratic, outreach, efforts, ,, Latinos, turning, droves, ,, difference, outcome, highly, contested, states","at, and, by, are, out, in, and, could, be, the, in, the, in","Angry, at, Mr, Trump, and, energized, by, Democratic, outreach, efforts, ,, Latinos, are, turning, out, in, droves, ,, and, could, be, the, difference, in, the, outcome, in, highly, contested, states","[{'neg': 0.271, 'neu': 0.508, 'pos': 0.22, 'compound': -0.1531}]",neu,"[{'neg': 0.098, 'neu': 0.742, 'pos': 0.16, 'compound': 0.2732}]",neu,-0.1531,0.2732
trump,2016-11-07,Trump and Clinton Tied in Final Upshot Poll of North Carolina,"Donald Trump has consolidated the support of many Republican and white voters in the state, including whites with college degrees.",Trump and Clinton Tied in Final Upshot Poll of North Carolina,"Donald Trump has consolidated the support of many Republican and white voters in the state, including whites with college degrees","Trump, Clinton, Tied, Final, Upshot, Poll, North, Carolina","and, in, of","Trump, and, Clinton, Tied, in, Final, Upshot, Poll, of, North, Carolina","Donald, Trump, consolidated, support, Republican, white, voters, state, ,, including, whites, college, degrees","has, the, of, many, and, in, the, with","Donald, Trump, has, consolidated, the, support, of, many, Republican, and, white, voters, in, the, state, ,, including, whites, with, college, degrees","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}]",neu,0.0,0.4019
trump,2016-11-07,Hillary Clinton and Donald Trump Scramble to Make Their Final Pleas,"Racing across the electoral map, Mrs. Clinton and Mr. Trump begged voters to see Tuesday’s vote as a choice of almost apocalyptic significance.",Hillary Clinton and Donald Trump Scramble to Make Their Final Pleas,"Racing across the electoral map, Mrs Clinton and Mr Trump begged voters to see Tuesday’s vote as a choice of almost apocalyptic significance","Hillary, Clinton, Donald, Trump, Scramble, Final, Pleas","and, to, Make, Their","Hillary, Clinton, and, Donald, Trump, Scramble, to, Make, Their, Final, Pleas","Racing, electoral, map, ,, Mrs, Clinton, Mr, Trump, begged, voters, Tuesday, vote, choice, apocalyptic, significance","across, the, and, to, see, ’s, as, a, of, almost","Racing, across, the, electoral, map, ,, Mrs, Clinton, and, Mr, Trump, begged, voters, to, see, Tuesday, ’s, vote, as, a, choice, of, almost, apocalyptic, significance","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.158, 'neu': 0.771, 'pos': 0.07, 'compound': -0.5082}]",neu,0.0,-0.5082
trump,2016-11-07,Optimism From Hillary Clinton and Darkness From Donald Trump at Campaign’s End,"The candidates and their surrogates hopscotched across the United States in the final, frenzied hours of the campaign, with the nation reduced to a string of must-win states.",Optimism From Hillary Clinton and Darkness From Donald Trump at Campaign’s End,"The candidates and their surrogates hopscotched across the United States in the final, frenzied hours of the campaign, with the nation reduced to a string of must-win states","Optimism, Hillary, Clinton, Darkness, Donald, Trump, Campaign, End","From, and, From, at, ’s","Optimism, From, Hillary, Clinton, and, Darkness, From, Donald, Trump, at, Campaign, ’s, End","candidates, surrogates, hopscotched, United, States, final, ,, frenzied, hours, campaign, ,, nation, reduced, string, -, win, states","The, and, their, across, the, in, the, of, the, with, the, to, a, of, must","The, candidates, and, their, surrogates, hopscotched, across, the, United, States, in, the, final, ,, frenzied, hours, of, the, campaign, ,, with, the, nation, reduced, to, a, string, of, must, -, win, states","[{'neg': 0.129, 'neu': 0.645, 'pos': 0.226, 'compound': 0.3612}]",neu,"[{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4215}]",neu,0.3612,0.4215
trump,2016-11-08,Donald Trump Votes,"Donald J. Trump voted at a polling place in Manhattan, just blocks from his home and office at Trump Tower.",Donald Trump Votes,"Donald J Trump voted at a polling place in Manhattan, just blocks from his home and office at Trump Tower","Donald, Trump, Votes",,"Donald, Trump, Votes","Donald, J, Trump, voted, polling, place, Manhattan, ,, blocks, home, office, Trump, Tower","at, a, in, just, from, his, and, at","Donald, J, Trump, voted, at, a, polling, place, in, Manhattan, ,, just, blocks, from, his, home, and, office, at, Trump, Tower","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}]",neu,0.0,-0.2263
trump,2016-11-08,"If Trump Wins Florida, It’s Because of These People",Among the faithful the day before the election.,"If Trump Wins Florida, It’s Because of These People",Among the faithful the day before the election,"Trump, Wins, Florida, ,, People","If, It, ’s, Because, of, These","If, Trump, Wins, Florida, ,, It, ’s, Because, of, These, People","faithful, day, election","Among, the, the, before, the","Among, the, faithful, the, day, before, the, election","[{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}]",neu,"[{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}]",neu,0.5719,0.4404
trump,2016-11-08,Presidential Election Live: Donald Trump’s Victory,The 2016 campaign has been about changing demographics and shifting party coalitions as much as the two main candidates.,Presidential Election Live: Donald Trump’s Victory,The 2016 campaign has been about changing demographics and shifting party coalitions as much as the two main candidates,"Presidential, Election, Live, :, Donald, Trump, Victory",’s,"Presidential, Election, Live, :, Donald, Trump, ’s, Victory","2016, campaign, changing, demographics, shifting, party, coalitions, main, candidates","The, has, been, about, and, as, much, as, the, two","The, 2016, campaign, has, been, about, changing, demographics, and, shifting, party, coalitions, as, much, as, the, two, main, candidates","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}]",neu,0.0,0.4019
trump,2016-11-08,How the Pro-Trump Media Covered Election Day,Uppercase headlines on Breitbart and other media that back Donald J. Trump announced that most polls were wrong and pro-Clinton vote fraud was rampant.,How the Pro-Trump Media Covered Election Day,Uppercase headlines on Breitbart and other media that back Donald J Trump announced that most polls were wrong and pro-Clinton vote fraud was rampant,"Pro, -, Trump, Media, Covered, Election, Day","How, the","How, the, Pro, -, Trump, Media, Covered, Election, Day","Uppercase, headlines, Breitbart, media, Donald, J, Trump, announced, polls, wrong, pro, -, Clinton, vote, fraud, rampant","on, and, other, that, back, that, most, were, and, was","Uppercase, headlines, on, Breitbart, and, other, media, that, back, Donald, J, Trump, announced, that, most, polls, were, wrong, and, pro, -, Clinton, vote, fraud, was, rampant","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.8}]",neu,0.0,-0.8
trump,2016-11-08,Donald Trump Soaks in the Adulation in Improvised Final Stop,"After 10 rallies in two days, Mr. Trump had lost some of his luster, but the crowd was largely excited to greet him, the standard-bearer of the Republican Party.",Donald Trump Soaks in the Adulation in Improvised Final Stop,"After 10 rallies in two days, Mr Trump had lost some of his luster, but the crowd was largely excited to greet him, the standard-bearer of the Republican Party","Donald, Trump, Soaks, Adulation, Improvised, Final, Stop","in, the, in","Donald, Trump, Soaks, in, the, Adulation, in, Improvised, Final, Stop","10, rallies, days, ,, Mr, Trump, lost, luster, ,, crowd, largely, excited, greet, ,, standard, -, bearer, Republican, Party","After, in, two, had, some, of, his, but, the, was, to, him, the, of, the","After, 10, rallies, in, two, days, ,, Mr, Trump, had, lost, some, of, his, luster, ,, but, the, crowd, was, largely, excited, to, greet, him, ,, the, standard, -, bearer, of, the, Republican, Party","[{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.046, 'neu': 0.69, 'pos': 0.265, 'compound': 0.8381}]",compound,-0.296,0.8381
trump,2016-11-08,"Donald Trump, Amid Cheers and Jeers, Casts His Vote","Mr. Trump voted at a school on the Upper East Side of Manhattan, joined by his wife, Melania, and daughter Ivanka.","Donald Trump, Amid Cheers and Jeers, Casts His Vote","Mr Trump voted at a school on the Upper East Side of Manhattan, joined by his wife, Melania, and daughter Ivanka","Donald, Trump, ,, Amid, Cheers, Jeers, ,, Casts, Vote","and, His","Donald, Trump, ,, Amid, Cheers, and, Jeers, ,, Casts, His, Vote","Mr, Trump, voted, school, Upper, East, Manhattan, ,, joined, wife, ,, Melania, ,, daughter, Ivanka","at, a, on, the, Side, of, by, his, and","Mr, Trump, voted, at, a, school, on, the, Upper, East, Side, of, Manhattan, ,, joined, by, his, wife, ,, Melania, ,, and, daughter, Ivanka","[{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4767}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.4767,0.0
trump,2016-11-08,"Did Tom Brady and Gisele Bündchen Back Donald Trump? She Says No, and He’s Not Saying","Mr. Trump told a crowd that Mr. Brady was voting for him, but Ms. Bündchen wrote on Instagram that it wasn’t true.","Did Tom Brady and Gisele Bündchen Back Donald Trump? She Says No, and He’s Not Saying","Mr Trump told a crowd that Mr Brady was voting for him, but Ms Bündchen wrote on Instagram that it wasn’t true","Tom, Brady, Gisele, Bündchen, Donald, Trump, ?, Says, ,, Saying","Did, and, Back, She, No, and, He, ’s, Not","Did, Tom, Brady, and, Gisele, Bündchen, Back, Donald, Trump, ?, She, Says, No, ,, and, He, ’s, Not, Saying","Mr, Trump, told, crowd, Mr, Brady, voting, ,, Ms, Bündchen, wrote, Instagram, true","a, that, was, for, him, but, on, that, it, was, n’t","Mr, Trump, told, a, crowd, that, Mr, Brady, was, voting, for, him, ,, but, Ms, Bündchen, wrote, on, Instagram, that, it, was, n’t, true","[{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5719}]",neu,-0.296,0.5719
trump,2016-11-08,Can the Media Recover From This Election?,"James Poniewozik, chief TV critic for The New York Times, and Jim Rutenberg, media columnist at The Times, discuss the good and bad of election coverage.",Can the Media Recover From This Election?,"James Poniewozik, chief TV critic for The New York Times, and Jim Rutenberg, media columnist at The Times, discuss the good and bad of election coverage","Media, Recover, Election, ?","Can, the, From, This","Can, the, Media, Recover, From, This, Election, ?","James, Poniewozik, ,, chief, TV, critic, New, York, Times, ,, Jim, Rutenberg, ,, media, columnist, Times, ,, discuss, good, bad, election, coverage","for, The, and, at, The, the, and, of","James, Poniewozik, ,, chief, TV, critic, for, The, New, York, Times, ,, and, Jim, Rutenberg, ,, media, columnist, at, The, Times, ,, discuss, the, good, and, bad, of, election, coverage","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.178, 'neu': 0.73, 'pos': 0.092, 'compound': -0.4019}]",neu,0.0,-0.4019
