Date,Candidate,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
01/11/2016,Trump,Perfect event' for the Trump campaign,Outnumbered' panel reacts to the Republican presidential ticket's joint appearance on Obamacare,Perfect event' for the Trump campaign,,"Perfect, event, ', Trump, campaign","for, the","Perfect, event, ', for, the, Trump, campaign","[{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}]",neu,,,0.5719,Perfect event' for the Trump campaign
01/11/2016,Trump,"After Trump, an evangelical examination of conscience?","Evangelicals, deeply divided over Donald Trump, are wrestling with what the tumultuous 2016 election will mean for their future.","After Trump, an evangelical examination of conscience?",,"Trump, ,, evangelical, examination, conscience, ?","After, an, of","After, Trump, ,, an, evangelical, examination, of, conscience, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,"After Trump, an evangelical examination of conscience?"
02/11/2016,Trump,Did Trump ghostwrite erotic novel 'Trump Tower'?,Red Eye' examines the book's passages,Did Trump ghostwrite erotic novel 'Trump Tower'?,,"Trump, ghostwrite, erotic, novel, ', Trump, Tower, ', ?",Did,"Did, Trump, ghostwrite, erotic, novel, ', Trump, Tower, ', ?","[{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}]",neu,,,0.3182,Did Trump ghostwrite erotic novel 'Trump Tower'?
02/11/2016,Trump,How Donald Trump could defeat Hillary Clinton,The O'Reilly Factor' analyzes the states the candidates need to win for electoral votes,How Donald Trump could defeat Hillary Clinton,,"Donald, Trump, defeat, Hillary, Clinton","How, could","How, Donald, Trump, could, defeat, Hillary, Clinton","[{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.4588}]",neu,,,-0.4588,How Donald Trump could defeat Hillary Clinton
02/11/2016,Trump,Clinton goes after Trump on taxes,Jackie Ibanez reports from New York,Clinton goes after Trump on taxes,,"Clinton, goes, Trump, taxes","after, on","Clinton, goes, after, Trump, on, taxes","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Clinton goes after Trump on taxes
03/11/2016,Trump,Daniel Henninger: Trump the Opera,"In place of a routine political endorsement, we give Trump the ultimate tributeÑhis own opera.",Daniel Henninger: Trump the Opera,,"Daniel, Henninger, :, Trump, Opera",the,"Daniel, Henninger, :, Trump, the, Opera","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Daniel Henninger: Trump the Opera
03/11/2016,Trump,Kurtz: Why the pundits still underestimate Trump,MediaBuzz' host Howard Kurtz weighs in on pundits' tendency to assume Donald Trump has no chance of winning the election,Kurtz: Why the pundits still underestimate Trump,,"Kurtz, :, pundits, underestimate, Trump","Why, the, still","Kurtz, :, Why, the, pundits, still, underestimate, Trump","[{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}]",neu,,,-0.296,Kurtz: Why the pundits still underestimate Trump
03/11/2016,Trump,McConnell gives strongest pro-Trump statement yet,"Senate Majority Leader Mitch McConnell made comments at a rally on Wednesday about Republican nominee Donald Trump saying, Ò""we need a new president, Donald Trump, to be the most powerful Republican in America.""",McConnell gives strongest pro-Trump statement yet,,"McConnell, gives, strongest, pro, -, Trump, statement",yet,"McConnell, gives, strongest, pro, -, Trump, statement, yet","[{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}]",neu,,,0.4404,McConnell gives strongest pro-Trump statement yet
04/11/2016,Trump,Why military veterans stand behind Donald Trump,"Pete Hegseth, Johnny Joey Jones provide insight",Why military veterans stand behind Donald Trump,,"military, veterans, stand, Donald, Trump","Why, behind","Why, military, veterans, stand, behind, Donald, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Why military veterans stand behind Donald Trump
04/11/2016,Trump,Does Trump have enough time to pull off a victory?,The 'Special Report' All-Star panel weighs in,Does Trump have enough time to pull off a victory?,,"Trump, time, pull, victory, ?","Does, have, enough, to, off, a","Does, Trump, have, enough, time, to, pull, off, a, victory, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Does Trump have enough time to pull off a victory?
04/11/2016,Trump,Clinton vs. Trump: Closing arguments,Ed Rollins goes 'in the ring' to determine who landed the biggest political punches this week,Clinton vs Trump: Closing arguments,,"Clinton, vs, Trump, :, Closing, arguments",,"Clinton, vs, Trump, :, Closing, arguments","[{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}]",neu,,,-0.4019,Clinton vs. Trump: Closing arguments
05/11/2016,Trump,Trump announces plan to visit 'Democrat strongholds',Carl Cameron reports from the campaign trail with the Republican nominee,Trump announces plan to visit 'Democrat strongholds',,"Trump, announces, plan, visit, ', Democrat, strongholds, '",to,"Trump, announces, plan, to, visit, ', Democrat, strongholds, '","[{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.25}]",neu,,,0.25,Trump announces plan to visit 'Democrat strongholds'
05/11/2016,Trump,The forgotten women who are supporting Trump,"Yes, college-educated women are overwhelmingly for Clinton; but women without college degrees are sticking with the Republican nominee.",The forgotten women who are supporting Trump,,"forgotten, women, supporting, Trump","The, who, are","The, forgotten, women, who, are, supporting, Trump","[{'neg': 0.194, 'neu': 0.51, 'pos': 0.296, 'compound': 0.25}]",neu,,,0.25,The forgotten women who are supporting Trump
05/11/2016,Trump,Clinton and Trump make final push to win battleground states,"The Five' react to the candidates' final days on the campaign trail, new Fox News poll numbers",Clinton and Trump make final push to win battleground states,,"Clinton, Trump, final, push, win, battleground, states","and, make, to","Clinton, and, Trump, make, final, push, to, win, battleground, states","[{'neg': 0.186, 'neu': 0.552, 'pos': 0.262, 'compound': 0.2732}]",neu,,,0.2732,Clinton and Trump make final push to win battleground states
06/11/2016,Trump,Lara Trump: Women are so excited to vote Trump,GOP nominee's daughter-in-law weighs in on 'America's Newsroom',Lara Trump: Women are so excited to vote Trump,,"Lara, Trump, :, Women, excited, vote, Trump","are, so, to","Lara, Trump, :, Women, are, so, excited, to, vote, Trump","[{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.4795}]",neu,,,0.4795,Lara Trump: Women are so excited to vote Trump
06/11/2016,Trump,Pundits say Trump could win,After many forecast Clinton victory,Pundits say Trump could win,,"Pundits, Trump, win","say, could","Pundits, say, Trump, could, win","[{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}]",compound,,,0.5859,Pundits say Trump could win
06/11/2016,Trump,Donald Trump shows his softer side,Reaction on 'Outnumbered' to light-hearted moments on the campaign trail,Donald Trump shows his softer side,,"Donald, Trump, shows, softer","his, side","Donald, Trump, shows, his, softer, side","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Donald Trump shows his softer side
07/11/2016,Trump,"Sarah Palin: If Trump wins, America wins",Former governor of Alaska joins 'The O'Reilly Factor' to discuss the final days of election 2016,"Sarah Palin: If Trump wins, America wins",,"Sarah, Palin, :, Trump, wins, ,, America, wins",If,"Sarah, Palin, :, If, Trump, wins, ,, America, wins","[{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.8126}]",compound,,,0.8126,"Sarah Palin: If Trump wins, America wins"
07/11/2016,Trump,Why voters trust Trump with money issues,How the Republican nominee sparked a middle class revolt,Why voters trust Trump with money issues,,"voters, trust, Trump, money, issues","Why, with","Why, voters, trust, Trump, with, money, issues","[{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}]",neu,,,0.5106,Why voters trust Trump with money issues
07/11/2016,Trump,Krauthammer: Donald Trump will be the power broker,Fox News contributor predicts the Republican Party will split in two,Krauthammer: Donald Trump will be the power broker,,"Krauthammer, :, Donald, Trump, power, broker","will, be, the","Krauthammer, :, Donald, Trump, will, be, the, power, broker","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Krauthammer: Donald Trump will be the power broker
08/11/2016,Trump,"Trump wins presidency, defeats Clinton in historic election upset","Donald Trump, defying the pundits and polls to the end, defeated Hillary Clinton in TuesdayÕs presidential election and claimed an establishment-stunning victory that exposes the depth of voter dissatisfaction Ð and signals immense changes ahead for American policy at home and abroad.","Trump wins presidency, defeats Clinton in historic election upset",,"Trump, wins, presidency, ,, defeats, Clinton, historic, election, upset",in,"Trump, wins, presidency, ,, defeats, Clinton, in, historic, election, upset","[{'neg': 0.336, 'neu': 0.411, 'pos': 0.253, 'compound': -0.0516}]",neu,,,-0.0516,"Trump wins presidency, defeats Clinton in historic election upset"
08/11/2016,Trump,Donald Trump: I think we're going to do very well,"On 'America's Election Headquarters,' the Republican nominee says he is waiting to see how the election plays out",Donald Trump: I think we're going to do very well,,"Donald, Trump, :, think, going","I, we, 're, to, do, very, well","Donald, Trump, :, I, think, we, 're, going, to, do, very, well","[{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.3384}]",neu,,,0.3384,Donald Trump: I think we're going to do very well
08/11/2016,Trump,"Hayes, York look back at the Trump phenomenon",Political newcomer exceeded expectations,"Hayes, York look back at the Trump phenomenon",,"Hayes, ,, York, look, Trump, phenomenon","back, at, the","Hayes, ,, York, look, back, at, the, Trump, phenomenon","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,"Hayes, York look back at the Trump phenomenon"
09/11/2016,Trump,Donald Trump wins the White House,"Republican presidential nominee picks up Pennsylvania's 20 electoral votes, defeats Hillary Clinton in the presidential election",Donald Trump wins the White House,,"Donald, Trump, wins, White, House",the,"Donald, Trump, wins, the, White, House","[{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}]",neu,,,0.5719,Donald Trump wins the White House
09/11/2016,Trump,Krauthammer: Trump victory would be ideological revolution,Insight from Fox News contributor and syndicated columnist,Krauthammer: Trump victory would be ideological revolution,,"Krauthammer, :, Trump, victory, ideological, revolution","would, be","Krauthammer, :, Trump, victory, would, be, ideological, revolution","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Krauthammer: Trump victory would be ideological revolution
09/11/2016,Trump,Palpable increase of enthusiasm' at Trump HQ,Carl Cameron reports from New York City,Palpable increase of enthusiasm' at Trump HQ,,"Palpable, increase, enthusiasm, ', Trump, HQ","of, at","Palpable, increase, of, enthusiasm, ', at, Trump, HQ","[{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}]",compound,,,0.6369,Palpable increase of enthusiasm' at Trump HQ
10/11/2016,Trump,"Bill O'Reilly: The people revolt, Trump wins",The O'Reilly Factor': Bill O'Reilly's Talking Points 11/9,"Bill O'Reilly: The people revolt, Trump wins",,"Bill, O'Reilly, :, people, revolt, ,, Trump, wins",The,"Bill, O'Reilly, :, The, people, revolt, ,, Trump, wins","[{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}]",neu,,,0.5719,"Bill O'Reilly: The people revolt, Trump wins"
10/11/2016,Trump,Analyzing media reaction to Trump victory,Bernie Goldberg joins 'The O'Reilly Factor' to discuss the reporting of the election results,Analyzing media reaction to Trump victory,,"Analyzing, media, reaction, Trump, victory",to,"Analyzing, media, reaction, to, Trump, victory","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Analyzing media reaction to Trump victory
10/11/2016,Trump,Obama hosted President-elect Trump for a cordial meeting,The president-elect visited the capital with his transition well under way; Carl Cameron reports for 'Special Report',Obama hosted President-elect Trump for a cordial meeting,,"Obama, hosted, President, -, elect, Trump, cordial, meeting","for, a","Obama, hosted, President, -, elect, Trump, for, a, cordial, meeting","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Obama hosted President-elect Trump for a cordial meeting
11/11/2016,Trump,President-elect Trump outlines top priorities,"Garrett Tenney reports from Washington, D.C.",President-elect Trump outlines top priorities,,"President, -, elect, Trump, outlines, priorities",top,"President, -, elect, Trump, outlines, top, priorities","[{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}]",neu,,,0.2023,President-elect Trump outlines top priorities
11/11/2016,Trump,Trump leadership shake-up as White House transition goes on,Christie replaced by Pence as transition head; Doug McKelway reports for 'Special Report',Trump leadership shake-up as White House transition goes on,,"Trump, leadership, shake, -, White, House, transition, goes","up, as, on","Trump, leadership, shake, -, up, as, White, House, transition, goes, on","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump leadership shake-up as White House transition goes on
11/11/2016,Trump,A big week for Donald Trump and the stock market,"Fox Biz Flash: Friday, 11/11",A big week for Donald Trump and the stock market,,"big, week, Donald, Trump, stock, market","A, for, and, the","A, big, week, for, Donald, Trump, and, the, stock, market","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,A big week for Donald Trump and the stock market
12/11/2016,Trump,Rust Belt hands Trump the White House,How Republicans rode the surge in turnout among white working-class voters,Rust Belt hands Trump the White House,,"Rust, Belt, hands, Trump, White, House",the,"Rust, Belt, hands, Trump, the, White, House","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Rust Belt hands Trump the White House
12/11/2016,Trump,Kids reacting to Trump presidency with mixed emotion,"Thirteen-year-old Sophia Davis, who is black and has friends who are Hispanic, Muslims and gay, is worried that Donald Trump's election will lead to the acceptance of a ""culture of violence and hateful speech.""",Kids reacting to Trump presidency with mixed emotion,,"Kids, reacting, Trump, presidency, mixed, emotion","to, with","Kids, reacting, to, Trump, presidency, with, mixed, emotion","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Kids reacting to Trump presidency with mixed emotion
12/11/2016,Trump,"Geraldo on Trump transition, protests in major cities",Fox News roaming correspondent-at-large weighs in,"Geraldo on Trump transition, protests in major cities",,"Geraldo, Trump, transition, ,, protests, major, cities","on, in","Geraldo, on, Trump, transition, ,, protests, in, major, cities","[{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}]",neu,,,-0.2263,"Geraldo on Trump transition, protests in major cities"
13/11/2016,Trump,Trump pledges restraint with Twitter from White House,Donald Trump is pledging restraint on Twitter as president.,Trump pledges restraint with Twitter from White House,,"Trump, pledges, restraint, Twitter, White, House","with, from","Trump, pledges, restraint, with, Twitter, from, White, House","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump pledges restraint with Twitter from White House
13/11/2016,Trump,Democrat who voted Trump reacts to victory,What do Democrats who supported GOP nominee want to see from the president-elect during his first 100 days?,Democrat who voted Trump reacts to victory,,"Democrat, voted, Trump, reacts, victory","who, to","Democrat, who, voted, Trump, reacts, to, victory","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Democrat who voted Trump reacts to victory
13/11/2016,Trump,Dr. Manny: Trump can revolutionize health care for America,America is in the midst of a drug and mental health epidemic.,Dr Manny: Trump can revolutionize health care for America,,"Dr, Manny, :, Trump, revolutionize, health, care, America","can, for","Dr, Manny, :, Trump, can, revolutionize, health, care, for, America","[{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}]",neu,,,0.4939,Dr. Manny: Trump can revolutionize health care for America
14/11/2016,Trump,Alex Jones: Trump called to thank me,"President-elect Trump reportedly called Alex Jones, a radio host and noted conspiracy theorist, to thank him for his support during the presidential campaign, according to a video on Infowars.",Alex Jones: Trump called to thank me,,"Alex, Jones, :, Trump, called, thank","to, me","Alex, Jones, :, Trump, called, to, thank, me","[{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}]",neu,,,0.3612,Alex Jones: Trump called to thank me
14/11/2016,Trump,Trump is eyeing unconventional picks for his administration,Members of the president-elect's inner campaign circle are likely to become part of his new government; Carl Cameron reports for 'Special Report',Trump is eyeing unconventional picks for his administration,,"Trump, eyeing, unconventional, picks, administration","is, for, his","Trump, is, eyeing, unconventional, picks, for, his, administration","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump is eyeing unconventional picks for his administration
14/11/2016,Trump,How President Trump could save Brexit,"Just as liberals in the U.S. are already trying to find ways to overturn TrumpÕs victory by attacking the Electoral College, in the U.K. they have been doing the same ever since the British people comfortably voted to leave the European Union in June.",How President Trump could save Brexit,,"President, Trump, save, Brexit","How, could","How, President, Trump, could, save, Brexit","[{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}]",neu,,,0.4939,How President Trump could save Brexit
15/11/2016,Trump,Trump transition team looks to fill key roles,Who will be chosen to serve in the president-elect's administration? Insight from Carl Cameron,Trump transition team looks to fill key roles,,"Trump, transition, team, looks, fill, key, roles",to,"Trump, transition, team, looks, to, fill, key, roles","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump transition team looks to fill key roles
15/11/2016,Trump,Speaker Ryan looks ahead to 2017 with Trump,"Mike Emanuel reports from Washington, D.C.",Speaker Ryan looks ahead to 2017 with Trump,,"Speaker, Ryan, looks, ahead, 2017, Trump","to, with","Speaker, Ryan, looks, ahead, to, 2017, with, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Speaker Ryan looks ahead to 2017 with Trump
15/11/2016,Trump,Speculation mounts over top Trump administration posts,The 'Special Report' All-Star panel weighs in,Speculation mounts over top Trump administration posts,,"Speculation, mounts, Trump, administration, posts","over, top","Speculation, mounts, over, top, Trump, administration, posts","[{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}]",neu,,,0.2023,Speculation mounts over top Trump administration posts
16/11/2016,Trump,"Trump defies convention, blasts transition critics",The steady stream of administration and cabinet candidates continues to file through Trump Tower; Doug McKelway has the details for 'Special Report',"Trump defies convention, blasts transition critics",,"Trump, defies, convention, ,, blasts, transition, critics",,"Trump, defies, convention, ,, blasts, transition, critics","[{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}]",neu,,,-0.296,"Trump defies convention, blasts transition critics"
16/11/2016,Trump,Why no Nobel Prize for Trump?,"In just over a week as president-elect, Donald Trump has done more for peace and economic security than eight years of Barack Obama.",Why no Nobel Prize for Trump?,,"Nobel, Prize, Trump, ?","Why, no, for","Why, no, Nobel, Prize, for, Trump, ?","[{'neg': 0.232, 'neu': 0.421, 'pos': 0.347, 'compound': 0.2732}]",neu,,,0.2732,Why no Nobel Prize for Trump?
16/11/2016,Trump,"Trump defies convention, blasts transition critics",The steady stream of administration and cabinet candidates continues to file through Trump Tower; Doug McKelway has the details for 'Special Report',"Trump defies convention, blasts transition critics",,"Trump, defies, convention, ,, blasts, transition, critics",,"Trump, defies, convention, ,, blasts, transition, critics","[{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}]",neu,,,-0.296,"Trump defies convention, blasts transition critics"
17/11/2016,Trump,Paris Hilton: I voted for Donald Trump,"Until now, Paris Hilton has kept her lips sealed about who she voted for in last TuesdayÕs U.S. presidential election.",Paris Hilton: I voted for Donald Trump,,"Paris, Hilton, :, voted, Donald, Trump","I, for","Paris, Hilton, :, I, voted, for, Donald, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Paris Hilton: I voted for Donald Trump
17/11/2016,Trump,"San Francisco school's lesson: Trump sexist, racist",William La Jeunesse reports from Los Angeles,"San Francisco school's lesson: Trump sexist, racist",,"San, Francisco, school, lesson, :, Trump, sexist, ,, racist",'s,"San, Francisco, school, 's, lesson, :, Trump, sexist, ,, racist","[{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.6124}]",neu,,,-0.6124,"San Francisco school's lesson: Trump sexist, racist"
17/11/2016,Trump,Rep. Devin Nunes: Trump transition is an 'organized process',"On 'Special Report,' the California congressman says rumors of tension are 'absolutely ridiculous'",Rep Devin Nunes: Trump transition is an 'organized process',,"Rep, Devin, Nunes, :, Trump, transition, ', organized, process, '","is, an","Rep, Devin, Nunes, :, Trump, transition, is, an, ', organized, process, '","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Rep. Devin Nunes: Trump transition is an 'organized process'
18/11/2016,Trump,Critics call for Trump Cabinet diversity,Fox News contributor Katie Pavlich and Adam Green have a heated debate over the president-elect's appointees,Critics call for Trump Cabinet diversity,,"Critics, Trump, Cabinet, diversity","call, for","Critics, call, for, Trump, Cabinet, diversity","[{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}]",neu,,,-0.296,Critics call for Trump Cabinet diversity
18/11/2016,Trump,Trump transition team kicks into high gear,"Bryan Llenas reports from Bedminster, New Jersey",Trump transition team kicks into high gear,,"Trump, transition, team, kicks, high, gear",into,"Trump, transition, team, kicks, into, high, gear","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump transition team kicks into high gear
18/11/2016,Trump,"Flynn: Outspoken general, intelligence pro, Trump supporter","Michael Flynn, the former Army lieutenant general Donald Trump has asked to be his national security adviser, rose through the ranks of military intelligence on the strength of his reputation as an astute professional and an unconventional thinker.","Flynn: Outspoken general, intelligence pro, Trump supporter",,"Flynn, :, Outspoken, general, ,, intelligence, pro, ,, Trump, supporter",,"Flynn, :, Outspoken, general, ,, intelligence, pro, ,, Trump, supporter","[{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}]",compound,,,0.6369,"Flynn: Outspoken general, intelligence pro, Trump supporter"
19/11/2016,Trump,McCain to Trump: Waterboarding won't be reinstated,"A leading Republican voice on national security matters says he doesn't care what President-elect Donald Trump says, the United States will not reinstate waterboarding.",McCain to Trump: Waterboarding won't be reinstated,,"McCain, Trump, :, Waterboarding, wo, reinstated","to, n't, be","McCain, to, Trump, :, Waterboarding, wo, n't, be, reinstated","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,McCain to Trump: Waterboarding won't be reinstated
19/11/2016,Trump,"Sanctuary cities, Trump administration on collision course",Former New Mexico governor Bill Richardson gives his insight on a potential showdown between sanctuary city mayors and governors and Trump over illegal immigrants,"Sanctuary cities, Trump administration on collision course",,"Sanctuary, cities, ,, Trump, administration, collision, course",on,"Sanctuary, cities, ,, Trump, administration, on, collision, course","[{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}]",neu,,,-0.3612,"Sanctuary cities, Trump administration on collision course"
19/11/2016,Trump,Trump team: Mattis a strong candidate for Cabinet post,"Trump team: Mattis a strong candidate for Cabinet post
Doug McKelway reports from Bedminster, NJ, where the president-elect is meeting with prominent Republicans and potential Cabinet members",Trump team: Mattis a strong candidate for Cabinet post,,"Trump, team, :, Mattis, strong, candidate, Cabinet, post","a, for","Trump, team, :, Mattis, a, strong, candidate, for, Cabinet, post","[{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}]",neu,,,0.5106,Trump team: Mattis a strong candidate for Cabinet post
20/11/2016,Trump,Fox News Reporting: The Trump Revolution,How will the political earthquake play out?,Fox News Reporting: The Trump Revolution,,"Fox, News, Reporting, :, Trump, Revolution",The,"Fox, News, Reporting, :, The, Trump, Revolution","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Fox News Reporting: The Trump Revolution
20/11/2016,Trump,"Schumer hints of compromise with Trump, but not on ObamaCare","Donald Trump is perhaps looking for a Democratic political ally in Sen. Chuck Schumer, considering the native New YorkersÕ long-time acquaintance","Schumer hints of compromise with Trump, but not on ObamaCare",,"Schumer, hints, compromise, Trump, ,, ObamaCare","of, with, but, not, on","Schumer, hints, of, compromise, with, Trump, ,, but, not, on, ObamaCare","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,"Schumer hints of compromise with Trump, but not on ObamaCare"
20/11/2016,Trump,Trump 'Apprentice' alum Leeza Gibbons on the importance of caregiving,"Leeza Gibbons may be best known for her co-hosting role on ÒEntertainment TonightÓ or for winning ÒThe ApprenticeÓ in the final season that Donald Trump hosted, but now, sheÕs making name for herself in the medical space by raising awareness for caregivers.",Trump 'Apprentice' alum Leeza Gibbons on the importance of caregiving,,"Trump, ', Apprentice, ', alum, Leeza, Gibbons, importance, caregiving","on, the, of","Trump, ', Apprentice, ', alum, Leeza, Gibbons, on, the, importance, of, caregiving","[{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}]",neu,,,0.3612,Trump 'Apprentice' alum Leeza Gibbons on the importance of caregiving
21/11/2016,Trump,Trump ditches press pool,Will he keep restricting access?,Trump ditches press pool,,"Trump, ditches, press, pool",,"Trump, ditches, press, pool","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump ditches press pool
21/11/2016,Trump,Behind the scenes of the Trump transition,"T.W. Shannon, former speaker of the Oklahoma House, met with President-elect Trump",Behind the scenes of the Trump transition,,"scenes, Trump, transition","Behind, the, of, the","Behind, the, scenes, of, the, Trump, transition","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Behind the scenes of the Trump transition
21/11/2016,Trump,President-elect Trump and the Iran Deal,Defcon3 KT McFarland talks to former Deputy Assistant Secretary of State Joel Rubin on the future of the Iran Deal under a Donald Trump administration,President-elect Trump and the Iran Deal,,"President, -, elect, Trump, Iran, Deal","and, the","President, -, elect, Trump, and, the, Iran, Deal","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,President-elect Trump and the Iran Deal
22/11/2016,Trump,Trump faces hurdles to reinstating waterboarding,"President-elect Donald Trump backs waterboarding and his pick for CIA director has called those who have done it ""patriots"" not ""torturers."" Yet a Trump administration faces steep legal and legislative hurdles to reinstate the interrogation practice that simulates drowning.",Trump faces hurdles to reinstating waterboarding,,"Trump, faces, hurdles, reinstating, waterboarding",to,"Trump, faces, hurdles, to, reinstating, waterboarding","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump faces hurdles to reinstating waterboarding
22/11/2016,Trump,Trump walks back pledge to pursue Clinton probe,The 'Special Report' All-Star panel weighs in,Trump walks back pledge to pursue Clinton probe,,"Trump, walks, pledge, pursue, Clinton, probe","back, to","Trump, walks, back, pledge, to, pursue, Clinton, probe","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump walks back pledge to pursue Clinton probe
22/11/2016,Trump,President-elect Trump lays out plan for first 100 days,"Priorities include trade, regulations, national security and ethics",President-elect Trump lays out plan for first 100 days,,"President, -, elect, Trump, lays, plan, 100, days","out, for, first","President, -, elect, Trump, lays, out, plan, for, first, 100, days","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,President-elect Trump lays out plan for first 100 days
